2.000000, 0.000000, 0.000000, 0.000000, 0.000907
3.350000, 0.000000, 0.000000, 0.000136, 0.000696
4.700000, 0.000000, 0.000184, 0.000240, 0.000514
6.050000, 0.000248, 0.000508, 0.000318, 0.000356
7.400000, 0.000934, 0.000937, 0.000371, 0.000220
8.749999, 0.002199, 0.001438, 0.000404, 0.000103
10.099998, 0.004140, 0.001983, 0.000419, 0.000001
11.449995, 0.006817, 0.002549, 0.000420, -0.000087
12.799991, 0.010259, 0.003116, 0.000407, -0.000162
14.149984, 0.014465, 0.003665, 0.000382, -0.000228
15.499975, 0.019413, 0.004181, 0.000348, -0.000284
16.849963, 0.025058, 0.004651, 0.000306, -0.000332
18.199949, 0.031337, 0.005064, 0.000256, -0.000374
19.549931, 0.038173, 0.005409, 0.000200, -0.000409
20.899912, 0.045475, 0.005679, 0.000138, -0.000438
22.249890, 0.053142, 0.005866, 0.000073, -0.000464
23.599867, 0.061060, 0.005964, 0.000003, -0.000487
24.949843, 0.069111, 0.005968, -0.000070, -0.000503
26.299819, 0.077168, 0.005873, -0.000145, -0.000513
27.649795, 0.085097, 0.005677, -0.000222, -0.000514
28.999774, 0.092761, 0.005377, -0.000300, -0.000505
30.349754, 0.100019, 0.004972, -0.000375, -0.000483
31.699737, 0.106732, 0.004466, -0.000448, -0.000446
33.049724, 0.112760, 0.003861, -0.000515, -0.000380
34.399714, 0.117973, 0.003167, -0.000572, -0.000289
35.749707, 0.122248, 0.002395, -0.000615, -0.000176
37.099703, 0.125481, 0.001565, -0.000641, -0.000071
38.449702, 0.127593, 0.000699, -0.000652, 0.000020
39.799701, 0.128536, -0.000182, -0.000649, 0.000089
41.149701, 0.128291, -0.001058, -0.000636, 0.000144
42.499700, 0.126862, -0.001916, -0.000614, 0.000186
43.849698, 0.124275, -0.002745, -0.000586, 0.000215
45.199693, 0.120569, -0.003537, -0.000554, 0.000232
46.549684, 0.115795, -0.004284, -0.000519, 0.000237
47.899672, 0.110011, -0.004985, -0.000484, 0.000230
49.249655, 0.103280, -0.005638, -0.000449, 0.000212
50.599634, 0.095669, -0.006245, -0.000417, 0.000180
51.949608, 0.087239, -0.006808, -0.000390, 0.000135
53.299576, 0.078048, -0.007335, -0.000370, 0.000076
54.649540, 0.068146, -0.007835, -0.000359, 0.000000
55.999498, 0.057569, -0.008319, -0.000359, 0.000000 
